Id, Name, Grade_math, Grade_cs
37130,ln,200.9,-48.5
37131,bj,58.3,58.7
37132,jb,35,62.6
37133,mh,139,41.3
37134,hd,3.3,74.5
37135,nc,-93.5,76.3
37136,gg,-12.2,97.6
37137,mk,-18.7,12.1
37138,ek,-42.5,139.2
37139,jh,-70.9,-232.9
37140,he,-9.8,26.3
37141,nj,0.2,16.2
37142,bl,24.7,54.6
37143,gk,63.6,36.3
37144,cc,-93.4,115.3
37145,db,26,201.6
37146,nd,-3.8,20.1
37147,lb,24.9,168.8
37148,dn,57.3,4.5
37149,ij,135.6,56.3
37150,nk,-40.5,165.8
37151,kd,158.6,37.6
37152,hn,156.8,190.8
37153,ef,86.9,125.3
37154,nh,-25.2,75.3
37155,hd,117.4,6.5
37156,kn,-43.2,38.4
37157,mk,-17.9,116.7
37158,hn,-6,-190.9
37159,aj,-11.6,7.7
37160,fd,125.3,175.2
37161,ck,-42.7,94.1
37162,ki,-20.2,84.7
37163,dg,126.1,29
37164,bm,0.4,-12.6
37165,hk,18.2,77.6
37166,kd,24.9,89.4
37167,di,-5.1,10.9
37168,gg,-1.8,34.5
37169,mk,155.5,153.3
37170,gl,-99.5,82.1
37171,jf,-14.8,19.8
37172,in,48.5,46.5
37173,ki,22.9,-4.9
37174,jl,59.3,19
37175,jl,2.4,41.2
37176,cd,-38.2,29.9
37177,fk,273.1,124.9
37178,ef,8.3,75.9
37179,ae,-46.1,96
37180,fk,-9.5,6.7
37181,ki,4.3,-22.3
37182,ma,47.8,159
37183,fn,130.5,90.2
37184,hn,5.1,-54.6
37185,mn,77.1,91.5
37186,aa,-8.3,72.9
37187,li,22.9,53.4
37188,bm,-31,78.3
37189,cc,-31,127.9
37190,mn,-25.5,90.1
37191,ha,18.2,168.6
37192,hk,-54.1,64.5
37193,bm,116.7,27.7
37194,hk,82.5,81.4
37195,ff,-128.6,45.3
37196,bj,188.4,54.1
37197,ah,65.7,81.7
37198,bb,173.9,186.9
37199,il,-46.6,-73.7
37200,ig,-10.2,10.2
37201,en,3.7,16.4
37202,bh,3.1,0
37203,fe,-98.1,44.4
37204,an,1.4,22.2
37205,ai,108.7,11.6
37206,en,3.3,52
37207,jn,7.7,-9.3
37208,bh,210.4,51
37209,el,3.5,22.7
37210,nk,-59,-127.3
37211,nd,-168.7,13.4
37212,mh,-7.6,54.2
37213,lm,35.1,50.8
37214,af,76.1,22.2
37215,ik,64.4,-174.6
37216,ff,263.7,22.4
37217,fd,100.1,94.6
37218,jd,51.6,16.2
37219,fl,161.1,226.2
37220,mj,68.5,-172.3
37221,bl,-0.6,97.7
37222,mg,-80.4,179.5
37223,fd,21.4,20.5
37224,hd,55.6,161.4
37225,mb,47.3,71.1
37226,nl,158.1,82.9
37227,in,-260.7,-21.7
37228,ke,47.3,165.6
37229,ag,16,38.4
37230,mn,66.7,-100.9
37231,ee,-45.2,54
37232,fe,22.4,-97.5
37233,me,241.2,150
37234,nc,33.4,75.8
37235,eg,-36.4,45.6
37236,lg,-0,90.4
37237,gc,-72.3,-29.2
37238,ea,-143.5,4.5
37239,db,48,39.9
37240,gm,48.5,236.3
37241,hi,162.4,76.6
37242,ie,62.7,78.8
37243,jn,-15.9,-88.8
37244,cb,14,19
37245,an,76,171
37246,gh,-73,4.8
37247,mn,78.1,-25.4
37248,da,-130.6,91.9
37249,gj,-6.7,41.8
37250,jb,33.4,54.3
37251,dc,91.6,136.5
37252,mk,241.8,83.4
37253,ld,-50.3,43.3
37254,cm,-10,-8.9
37255,ed,-11.1,-16.6
37256,ai,-3.2,89.4
37257,bc,125.7,158.2
37258,cm,-78.5,23.5
37259,gm,76.7,3.2
37260,ba,107.8,19.4
37261,bg,-57.8,347.8
37262,jn,23.3,8.1
37263,la,24.5,36
37264,ng,-33.6,67.3
37265,hc,-19.7,15.6
37266,ee,86.3,95.7
37267,cd,-130.3,-140.7
37268,ln,35.4,77.2
37269,hh,-66.8,143.6
37270,mk,33,26.3
37271,ba,16.6,33.7
37272,ji,-0.6,69.6
37273,in,78.9,63.8
37274,hi,-15,10.3
37275,jj,-35.1,44
37276,ge,9.2,34
37277,ja,194.8,38.2
37278,ca,19.2,77.1
37279,di,-17.7,-59.5
37280,hk,123.4,288.9
37281,dj,-19.5,77.9
37282,ik,-20.1,79.6
37283,gf,-13.3,98.4
37284,id,-47.6,99.8
37285,cb,-18.4,18.2
37286,kj,178.5,138.6
37287,nf,34.7,19.9
37288,hl,-1.5,-62.8
37289,kc,70.3,71.2
37290,bg,89.9,133.8
37291,if,-134.7,91.2
37292,hc,9,20.8
37293,lg,73.1,32.1
37294,me,95,10.8
37295,cf,153,74.3
37296,jk,7.7,71.2
37297,cb,51.3,89.3
37298,gg,-17,34.6
37299,hh,-43.5,-26.4
37300,mh,63.2,-98.8
37301,aa,0.5,17.7
37302,nm,-119.2,12.3
37303,ll,84,313.9
37304,al,13.4,84.5
37305,fd,294.7,34.7
37306,fb,8.6,66.6
37307,gh,-40.9,12.4
37308,en,-1,49.5
37309,eb,8.5,114.4
37310,ah,15.8,-146.1
37311,nb,134.4,159.9
37312,jc,2.4,-8.8
37313,ik,212.5,-12.4
37314,bm,42.9,88.6
37315,cg,-66.7,15.2
37316,aj,161.3,214.5
37317,bd,-85.9,186.1
37318,dk,250.1,206.3
37319,il,15.4,49.3
37320,ji,83.5,24.8
37321,mk,-13.1,98.1
37322,lh,-42.2,96.8
37323,ll,89.5,84.4
37324,ij,226.8,124.4
37325,ba,190.5,192.3
37326,al,-36.8,75.3
37327,fh,-5.6,45.4
37328,nk,0.3,-4.2
37329,ee,-84.7,40.6
37330,cj,-69.2,64.5
37331,jc,-85,80.2
37332,gm,-2.7,58
37333,ik,-37.2,-17.6
37334,gf,-1.2,42.2
37335,id,-52.7,-46.2
37336,ja,53,128.1
37337,fe,23,88.3
37338,mc,44.9,123
37339,fn,-97.7,-22.1
37340,ak,142.2,36.6
37341,af,249.4,20
37342,ag,50.9,101.3
37343,hd,-46.2,17.4
37344,lj,-7.8,95.2
37345,dd,34.1,-196.3
37346,dm,96.4,-39.2
37347,nm,236.8,161.6
37348,ge,15.7,80.9
37349,km,11,-33.1
37350,ge,-70.4,-41.9
37351,ck,124.6,104.8
37352,ba,82.3,49.4
37353,di,-12.5,97.6
37354,mm,16.6,119.1
37355,lk,-47.2,295.5
37356,gn,33.9,69.1
37357,dg,-35.2,35.6
37358,mi,99.5,76.3
37359,hb,11.3,12.6
37360,kg,-6.4,-131.6
37361,lb,37.7,-66.4
37362,nm,171.5,171.1
37363,ne,120.9,34.3
37364,lm,69.6,3.4
37365,fl,-35.5,11.4
37366,ic,200.9,59.9
37367,he,0.5,47.8
37368,lk,35.4,38.4
37369,lb,-15.4,26.2
37370,ea,59.5,41.1
37371,kg,-127,34.4
37372,kc,3.2,30.5
37373,la,72.4,-73.5
37374,hi,-89.3,49.6
37375,ii,-0,-178.3
37376,cn,16,-170.7
37377,na,-72.3,51.3
37378,in,49.9,-92.9
37379,bh,205.2,118.1
37380,kk,63.4,42.5
37381,fh,15.3,29.1
37382,dg,-70.4,20.6
37383,jj,131.5,2.7
37384,ne,23.8,83.8
37385,hh,159.5,207.4
37386,cf,-34.9,91.7
37387,ce,39.1,98.1
37388,bg,-82.4,69.5
37389,gh,-3.1,-64.9
37390,il,84.8,96.8
37391,cd,-12.9,10.1
37392,kf,169.1,102.7
37393,ba,6.2,124.8
37394,ek,-7.4,21
37395,he,152,166.4
37396,cn,-81.9,147.4
37397,lb,-136.2,39.5
37398,jf,121.1,-17.6
37399,jc,35.8,21
37400,gl,35.2,48.8
37401,ie,-15,49.2
37402,ca,-1.2,-2.7
37403,fe,-58.8,72.5
37404,hh,161.4,-59.5
37405,cn,72.1,15.8
37406,fi,-30.6,36.4
37407,id,30,-155.1
37408,ci,-51.5,36.6
37409,kc,4.1,127
37410,kk,79.5,53.2
37411,hl,100.3,181
37412,gg,24.4,68.2
37413,dc,-2.7,47
37414,hg,-29.2,92.5
37415,fi,3.7,14.6
37416,ia,60.2,-77.1
37417,gg,-3.2,57.6
37418,bk,3.9,137.4
37419,ci,42.1,241.5
37420,cb,10.5,60.9
37421,in,43.5,26.5
37422,nl,95.7,66.2
37423,ei,8.8,-45.9
37424,lj,-42.2,28.4
37425,cc,43.3,24.1
37426,ig,19.9,-108.4
37427,dj,269.6,142.4
37428,le,28.3,147
37429,ma,-43,87.1
37430,dc,16.5,233.6
37431,hj,18.2,63.7
37432,ja,17.3,53.2
37433,ha,-4.2,50.6
37434,ee,-11.3,83.8
37435,ca,-45.4,70.1
37436,mj,-16.4,186.2
37437,ch,-141.4,69.7
37438,ml,37.5,131.3
37439,ge,0.6,2.5
37440,jk,-8.1,29.2
37441,af,30.6,137.9
37442,cj,-18.5,298.6
37443,em,84,61.5
37444,kk,11,-111.8
37445,mb,6.1,57.6
37446,he,20.8,-78.2
37447,bg,7.9,72.4
37448,nh,14.2,22.7
37449,ib,233.8,41.1
37450,kc,19.1,70.8
37451,gi,108.6,0
37452,bn,-0.3,-144
37453,mh,28.7,31.8
37454,lb,158.7,54.9
37455,hc,4,25
37456,mg,268.9,50.6
37457,ag,48.5,-24.8
37458,hc,-0.7,75.7
37459,da,-36,32.7
37460,kh,158.4,273.1
37461,bd,-12.8,169.3
37462,ed,62.9,41.4
37463,ia,-249.3,35.7
37464,bf,35.8,-23
37465,kc,61.1,4.1
37466,gi,137.6,-137.2
37467,fn,-54.1,297.8
37468,kc,31.4,31.3
37469,ck,-24.5,180.6
37470,me,208.4,41.8
37471,kc,127.3,-78.5
37472,ck,2.4,40.3
37473,be,-121.3,-133.7
37474,dd,-32.8,75.4
37475,jh,217.6,299.5
37476,ek,1.7,60.5
37477,hk,24.9,41.9
37478,be,95,-161.9
37479,ge,65.6,52.7
37480,ak,180.7,40.4
37481,dd,-6.1,53.3
37482,jd,-30.2,-35.4
37483,cd,70.4,-284.9
37484,cd,87,114.9
37485,jn,95.7,14.9
37486,jh,-46.5,22.6
37487,an,-79.7,0.4
37488,dk,-55.1,4.8
37489,bi,-0.9,108.8
37490,fa,-14.8,-100.6
37491,fd,-85.8,84.9
37492,gk,232.7,178.3
37493,fn,-87.6,150.4
37494,be,12.7,81.8
37495,fn,-137.2,0.3
37496,lh,11.1,160.6
37497,hi,12.1,51.2
37498,eg,43.5,154.4
37499,eg,61.6,235.9
37500,hl,5.3,3.6
37501,mi,165.4,57.4
37502,fb,-192.4,-101.3
37503,lj,-2.7,63.7
37504,ja,-0.6,-18.3
37505,nm,8.8,9
37506,ea,-119.2,63.8
37507,na,-123.4,39.9
37508,di,145.5,-141
37509,ce,-18.5,25.5
37510,fm,2.2,24.8
37511,ge,135.6,61.9
37512,lk,4.6,-18.5
37513,af,-59.9,50.2
37514,lk,12.7,71.7
37515,de,143.9,123.6
37516,kh,1.4,77.9
37517,ih,92.5,-96.8
37518,ad,-36,59
37519,in,-97.2,77.6
37520,ma,28.2,19.1
37521,ln,-31,118.2
37522,ki,185.5,106.3
37523,la,18.6,-55.7
37524,af,-67.3,42.6
37525,hd,52.7,95.6
37526,ek,-13.6,145
37527,ea,-20.2,112.6
37528,jb,-36.9,-17
37529,ca,-23.4,5.7
37530,lb,-100.9,47.4
37531,hc,3.3,-9.7
37532,el,110.2,5.2
37533,jh,52,91.5
37534,hf,20.7,9.8
37535,hc,-19.5,67.3
37536,jf,87.6,-103.9
37537,ai,-171.2,-27.3
37538,bc,-8.3,71.9
37539,nn,77.1,43.1
37540,dg,49.2,190.4
37541,bn,-72,43.1
37542,am,33.7,44.1
37543,nf,203.8,46.6
37544,mk,-28.3,35.6
37545,fj,-35.1,50
37546,nj,12.4,-7.9
37547,hi,-20.3,49.9
37548,am,-37.9,123.5
37549,ea,-35.9,88
37550,in,3.2,75.1
37551,ca,-7.9,12.1
37552,lm,147.8,78.8
37553,kk,-10.5,49.5
37554,am,92.2,112
37555,ha,-11.6,73.8
37556,ca,88.2,43.2
37557,fl,1.2,46.4
37558,nl,58.7,34.1
37559,di,46.9,-93.1
37560,hh,213.1,123.4
37561,nm,33.7,-122.1
37562,nk,26.9,-103.1
37563,nh,-14.6,74
37564,bc,-6.3,-105.5
37565,dn,31.9,50
37566,ac,27,80
37567,ke,109.8,59.1
37568,bn,12.7,33.1
37569,mk,31.8,13.3
37570,bi,-7.9,19.9
37571,lm,-44.5,3.6
37572,mf,65.5,73.9
37573,hd,-4.7,29.7
37574,ef,-201.5,75.3
37575,cf,56.4,50
37576,kh,-7.4,19.4
37577,lm,85.5,21.7
37578,mk,141.6,-105.4
37579,bn,386.7,85.5
37580,mi,-93.4,10.1
37581,gj,-30.8,95.3
37582,bi,170.7,114.3
37583,hn,-84.6,173.3
37584,cj,-19.8,261.1
37585,mj,103,76.7
37586,df,57.2,67.8
37587,dj,194,70.9
37588,mh,26.9,24.9
37589,cn,-25.1,29.4
37590,nh,66.4,3.5
37591,ag,-0,15.1
37592,jc,-94.4,184
37593,dc,31.8,214.9
37594,fh,131.6,64.5
37595,le,109.7,11.8
37596,ng,7.2,-81.8
37597,dn,35,12.4
37598,ec,-54.8,43.7
37599,dn,35,58.9
37600,ij,-16.7,69.2
37601,eh,-41.9,37.6
37602,cj,36.2,61.8
37603,be,48.9,-10.8
37604,dl,-75.7,108.7
37605,dm,-27.4,141.4
37606,fc,-3.1,21.3
37607,cm,42,60.6
37608,ie,-43.7,12.4
37609,dd,-9.5,-99.1
37610,md,-25.6,96.8
37611,cb,-6.7,43.4
37612,de,194.8,6.2
37613,ff,166,-30.5
37614,cl,77.9,23.4
37615,cl,46.6,-58.3
37616,jb,9.5,99.5
37617,kh,25.7,71
37618,af,-0.9,-30.7
37619,cf,-11.9,-93.6
37620,ca,117.7,-21.4
37621,dl,-29.7,56.3
37622,af,-45.6,-61.5
37623,kd,128.4,-42.7
37624,ej,0.2,49.2
37625,dc,30.1,114.6
37626,il,76.8,6.2
37627,bj,32.7,15.8
37628,lk,-40.6,77.6
37629,bl,100.8,21.7
37630,nc,3.9,66.1
37631,ij,90.9,71.8
37632,ge,0.4,86.7
37633,en,161.8,320.9
37634,mg,-26.6,9.9
37635,jn,173.6,20.2
37636,gg,157.5,83.3
37637,el,93.5,206.1
37638,ga,13.7,93.7
37639,li,167,176.5
37640,il,95.6,180.8
37641,ig,23,-29.1
37642,kn,-17.6,49.8
37643,nj,48.9,66.9
37644,mf,-27.8,-110.7
37645,hj,14.4,71.5
37646,fm,42.4,1
37647,di,0.3,80.9
37648,ii,196.8,71.3
37649,jl,71.8,239.9
37650,me,51.2,22.6
37651,im,83.8,194
37652,lc,-1.6,42
37653,fa,2.2,-58.5
37654,nc,213.8,89.8
37655,in,-61.4,25.8
37656,jb,146.2,86.5
37657,hd,142.5,-29.2
37658,hl,-11.2,21.3
37659,kl,-112.7,21.4
37660,nl,0.1,23.9
37661,kk,55.8,127.4
37662,ac,38.5,30.3
37663,if,9.5,128.3
37664,nc,217.3,45.8
37665,me,-59.8,43.8
37666,la,83.1,154.8
37667,kk,-91.8,-151.5
37668,nm,-3.8,68.9
37669,fm,214.1,166.7
37670,bj,157.1,65.4
37671,hd,-2.6,79
37672,nn,-47.5,139.4
37673,ga,-31.6,99.4
37674,ki,-3.2,-14
37675,fk,184.2,134.4
37676,fi,-35.3,97.1
37677,hk,-49.6,-142.6
37678,hd,33.6,58.5
37679,jk,-3.1,-155.9
37680,nk,9.1,2.4
37681,ib,0.3,31.1
37682,ki,74.4,46.8
37683,ei,41,96.3
37684,hg,155,26.4
37685,cn,75.4,45.6
37686,fl,1.6,57.4
37687,jc,2.7,41.6
37688,fh,-100.4,110.1
37689,jj,9.6,5.5
37690,im,81.3,-34.8
37691,ll,4.4,92.6
37692,nl,38.9,-136.5
37693,ha,-0.3,38
37694,be,77.4,99.1
37695,ll,24,-25.3
37696,ck,-17.8,34
37697,lg,-76.6,-64.5
37698,cb,63.1,32.7
37699,ca,176,-5.1
37700,am,-69.4,16.4
37701,fg,146,231.5
37702,ck,26.5,36.4
37703,cb,11.3,36.7
37704,jj,-31.2,57.8
37705,nd,7.4,33.3
37706,hj,6.1,-79.8
37707,am,121.3,326.9
37708,jl,79.6,39.7
37709,hm,102.9,71.8
37710,mb,17.4,57.1
37711,ha,-55.8,88.4
37712,fe,127.9,-52.3
37713,dn,18.2,-232
37714,mn,259,93.9
37715,ie,-136.5,54.1
37716,bl,-75.2,94.1
37717,jm,165.6,168.8
37718,bd,221.5,137
37719,la,42.8,80.5
37720,eh,88.4,169
37721,bg,22.1,3.9
37722,ck,-47.9,28.4
37723,fc,93.3,27.7
37724,eg,-15.9,84
37725,ch,-32.7,87.2
37726,aj,-14.1,65.8
37727,ma,97.3,176.9
37728,ac,-10.4,80.9
37729,dl,-33.5,20.9
37730,be,-57.1,62.2
37731,ga,49,18.4
37732,li,104.7,-76.2
37733,mc,29.8,-69.6
37734,ba,45.5,86.6
37735,kk,-17,118
37736,lg,151.9,74.6
37737,nc,195,134.3
37738,mn,225.5,-44.4
37739,dm,28.7,20.9
37740,ci,130.4,60.6
37741,bi,43.3,279
37742,nk,-99.1,22.5
37743,aa,-2.6,33.9
37744,jc,187.4,-88.7
37745,hj,8.9,54.8
37746,ck,-34.3,-133.8
37747,gb,222.1,53.2
37748,nm,86.7,57.8
37749,in,260.1,49.7
37750,gd,-46.4,77.5
37751,ej,-15.3,79.7
37752,af,-50.4,41.2
37753,jj,73.6,90.1
37754,ni,-12,24.3
37755,ec,279.4,67.5
37756,ja,-38.4,207.5
37757,fa,26.9,180.9
37758,mg,215.2,-21.4
37759,ll,46.9,32.8
37760,ll,8.4,-19.6
37761,gi,-12,-94
37762,fe,12.5,59.9
37763,fg,-33.6,40.2
37764,fg,39.3,184.7
37765,ak,-20.8,-95.4
37766,hm,15.3,72
37767,mi,152.9,194.6
37768,lf,39.4,13.9
37769,ag,107.9,192.3
37770,kf,223.2,233.2
37771,bc,-2.8,23.2
37772,ig,1.6,80.4
37773,fk,104.3,156.7
37774,jn,15.8,29.2
37775,aj,30.9,173.7
37776,mc,-2.6,1.2
37777,db,13.3,4.3
37778,hb,61.1,153
37779,kb,76.7,58.7
37780,ni,-65.7,63.6
37781,hb,-103.2,-63.3
37782,bm,18.4,-102.4
37783,ea,56.8,66.5
37784,ad,37.9,46.4
37785,bh,259.1,-109.2
37786,hj,-84.3,-156.5
37787,ek,-30.6,-232.8
37788,ke,-2.6,16.4
37789,ab,-59.6,5
37790,ja,59.9,42.3
37791,ii,3.8,50
37792,nh,112.6,-27.8
37793,ng,-8.3,52.2
37794,ak,3.3,1.1
37795,kd,68.6,110.8
37796,ai,1.1,66.5
37797,ki,-130.9,6.3
37798,gm,115.4,1.7
37799,ie,6.9,45.9
37800,em,109.3,-124.4
37801,jl,131.9,48.7
37802,gf,97.6,99.6
37803,dl,-5.9,58.8
37804,jk,-3.2,49.9
37805,an,3.7,-8.8
37806,ll,1.7,96.4
37807,ln,-78.1,107.9
37808,gi,37,-33.7
37809,fl,-30.5,48.4
37810,id,36,88.4
37811,bh,70.1,45.6
37812,lf,-19.6,10.8
37813,kn,-44.2,13.9
37814,ni,252.5,150.5
37815,aj,2.4,24.2
37816,nl,147.8,164.5
37817,gd,96.2,40.7
37818,if,-57.2,23.6
37819,lh,18,7.1
37820,kj,39.9,91.1
37821,cb,97,174.7
37822,hj,-38.7,77.2
37823,fm,170.8,55
37824,ml,117.8,159.4
37825,fn,29.2,37.6
37826,mm,-13.2,9.4
37827,ni,-23.3,-282.2
37828,mf,373.3,159.8
37829,ea,-39,11.4
37830,gl,61.9,-100.2
37831,gc,55.6,237.6
37832,mk,111.6,97.9
37833,jj,102.7,1.1
37834,bb,-32.9,33.2
37835,nc,2,94.3
37836,ck,-65.3,68.9
37837,fj,37.8,-57.9
37838,en,-27.2,83.3
37839,hk,-9.4,150.1
37840,fk,38.6,118.9
37841,gb,-34.9,-35.6
37842,nk,181.1,-69.3
37843,jc,73.7,-107.7
37844,bl,24.5,26.5
37845,kk,-17.1,-192.6
37846,mi,5.5,25.3
37847,cm,-20.2,-130.7
37848,mm,3.4,79.5
37849,hm,-12.1,50.2
37850,kl,-15.2,-9.8
37851,ja,-72.1,80.4
37852,hc,-12.7,4
37853,fe,-65.6,53.6
37854,ha,-3.6,263.9
37855,ji,23.7,41.4
37856,hg,39.9,45.5
37857,ab,131.8,25.3
37858,bl,43.3,37.7
37859,bh,-13.9,50.8
37860,ke,108.2,113.9
37861,jg,175.5,223.2
37862,gc,-46.9,-58.6
37863,kc,49.2,3.1
37864,ka,73.4,78.3
37865,ke,-71.8,-49.3
37866,md,0,81.9
37867,mm,200.3,114.3
37868,cm,72.5,-20.3
37869,jj,52.2,3.8
37870,ge,158.3,-11.1
37871,ki,-24.4,138.7
37872,mg,54.2,63.7
37873,me,86.2,14.6
37874,ba,-18.9,-17.3
37875,fa,23.2,42.1
37876,jb,-11.7,47.9
37877,cn,-132.9,58.9
37878,ih,-77.2,99.3
37879,nn,14.6,-51
37880,jm,98,88
37881,dn,152.7,127.5
37882,ff,68.8,187.6
37883,ij,-4.6,124.9
37884,jm,99.3,62.3
37885,ej,244,118.5
37886,il,4.9,124.8
37887,nn,-51.1,165.4
37888,ig,-6.8,79.5
37889,md,0.1,-7.4
37890,kk,26.8,30.1
37891,el,-145.1,63.1
37892,cd,-19.1,82.4
37893,aa,129.1,-3.2
37894,hh,-45.2,43
37895,bd,-55.9,237.5
37896,am,-42,-6.6
37897,ci,36.6,161.6
37898,le,28.9,-66.8
37899,cm,235.9,131.9
37900,ef,-53.6,112
37901,hd,17.5,121.9
37902,jb,-4.4,79.2
37903,gf,44.1,94.7
37904,kg,199,27.5
37905,ed,-32.8,22.5
37906,kj,248.6,64.5
37907,bf,-88.2,208.3
37908,bf,-75.7,71.7
37909,ch,9,-4.2
37910,gg,28.6,72.6
37911,ch,-23.8,32.1
37912,jn,5.5,41
37913,fb,148.6,55.9
37914,lc,8.9,17.3
37915,fi,-1.6,95.2
37916,df,-18.5,-87.6
37917,bi,-67.2,6.5
37918,fm,142.6,-51.9
37919,ja,32,43
37920,bb,14.3,88.2
37921,ac,261.2,190.6
37922,jb,16.5,83.6
37923,em,200.3,166.8
37924,gg,28.5,-104
37925,gi,1.9,1
37926,id,0,23.2
37927,ni,105.8,18.6
37928,ni,-81.8,40.9
37929,nl,-53.1,81.1
37930,ha,-4.1,19.1
37931,kb,-68.1,136.1
37932,db,-66.9,62.7
37933,if,99.6,181.7
37934,db,139.1,61.1
37935,dm,193.5,52.9
37936,il,-26.5,58.1
37937,md,-8.3,33.1
37938,mj,31.7,31.6
37939,ge,4.5,58.6
37940,en,-8.1,99.7
37941,ml,-166.5,81.5
37942,dk,-32.9,203.8
37943,ib,39,22.6
37944,ac,24.1,91.6
37945,aj,-7.8,22.9
37946,im,101.8,85.1
37947,bk,-5.4,-7.3
37948,eg,-10.3,264.5
37949,fk,124.8,111.3
37950,gf,59.9,165.4
37951,hj,-1.7,93.1
37952,mj,51.8,64.3
37953,la,-6.8,37.1
37954,ai,57.5,-150.8
37955,ia,-42.6,-174.3
37956,ab,93.4,69
37957,bg,148.8,121.6
37958,ke,40.7,74.9
37959,ij,132.5,355.7
37960,bb,-34.3,-12.1
37961,db,123.1,194.6
37962,jb,89.5,184.4
37963,ih,3.8,-5.8
37964,hi,16.1,-122
37965,ea,16.7,42.5
37966,lc,0.8,84
37967,lf,10.2,-88.1
37968,ea,6.7,47.4
37969,jf,-66.9,44.5
37970,hf,22.4,8.6
37971,hl,-39.4,84.7
37972,jj,108.9,69.3
37973,ab,-28.9,-0.3
37974,ib,-58,85.4
37975,ik,-89.2,59.7
37976,hm,2.7,40.1
37977,hh,-37.4,126.7
37978,kl,133.5,48.6
37979,nf,170,8.1
37980,me,-3.6,-90.9
37981,lk,-15.9,-33.1
37982,ie,261.5,-64.2
37983,kj,74.5,-83.6
37984,ki,8.3,27
37985,ci,-10.3,26.4
37986,fn,93.9,20.4
37987,jl,-0.3,52.5
37988,gc,19.1,55.4
37989,mb,149.7,101.1
37990,nf,-17.9,30.4
37991,hk,271.4,23.6
37992,ka,-50,138.2
37993,gg,34.5,-28.7
37994,gi,2.8,142.7
37995,mc,-48.8,49
37996,em,-7.4,54.9
37997,ag,236.8,-21
37998,ia,96.1,152.7
37999,mh,-32.4,5.5
38000,na,-38,17.4
38001,kc,121.5,61.4
38002,cn,8.1,26.4
38003,kc,12.6,48.4
38004,jl,0.7,-64.7
38005,dh,126.1,147.8
38006,dn,-52.8,44.5
38007,fa,2.5,-132.1
38008,hg,34.2,9.9
38009,ba,-30.6,37.5
38010,bb,-8.3,111.2
38011,kf,32.2,99.9
38012,hl,96.7,82.9
38013,em,-10.6,40.9
38014,mm,-17.3,93.1
38015,cg,60.8,66.8
38016,gk,42.6,11.7
38017,lg,-18.2,32
38018,hn,43.2,-29.5
38019,kn,-25.9,25.4
38020,ci,-7.9,24.2
38021,fk,-90.7,-52
38022,ih,-0,66
38023,ag,3.9,66.6
38024,hh,192.1,21.6
38025,hl,104.7,64.5
38026,dk,-54.7,14.5
38027,ic,33.9,33.3
38028,bf,19.2,26.4
38029,al,-65.9,9.6
38030,jj,3.2,86.3
38031,gk,54.8,112.6
38032,ib,1,72.6
38033,da,96.8,67.9
38034,dj,236,-110.8
38035,ci,21.3,-74.8
38036,ig,-39.4,-76.2
38037,nl,-35.5,14.7
38038,kk,49.1,-98.4
38039,mm,44.2,20.1
38040,ca,-55.7,-114.2
38041,hi,3.4,-49.8
38042,di,-14.3,74.9
38043,cj,-35.7,42
38044,fd,135.7,81.3
38045,gi,257.5,175.9
38046,af,-13.9,-26.3
38047,kd,-52.7,93.6
38048,mc,-10.8,66.6
38049,if,71.2,28.6
38050,ki,242.3,103.7
38051,fm,-15.1,52.7
38052,ik,-62,114
38053,di,33,15.7
38054,mb,96,134
38055,gk,15.9,-33
38056,ea,3.2,63.2
38057,cj,-20.7,28
38058,mh,-36.1,-8.5
38059,ah,238.9,45.5
38060,mj,-24.9,86.3
38061,jj,164.7,-37.9
38062,fg,14.5,179.2
38063,na,42.3,3.3
38064,al,178.5,23.5
38065,ln,114.6,105.1
38066,bk,71.9,55.6
38067,bb,99.6,114.3
38068,hg,-7.1,-67.7
38069,jh,0.9,83.7
38070,ib,93,259.6
38071,gh,119.9,237.9
38072,bj,1,77.7
38073,jg,-28.1,20.3
38074,gj,-17.4,78
38075,bh,2.7,82.6
38076,ei,1.8,33.1
38077,hf,102.4,63.3
38078,la,137.9,97.5
38079,cm,16.9,74.2
38080,bb,99.5,188.6
38081,fh,12.5,-258.3
38082,ea,8.7,118.3
38083,kc,-47.7,6.9
38084,ne,64.5,99.3
38085,bd,-37,-120.7
38086,lk,153.2,164.8
38087,jf,159.2,25.3
38088,hg,151.6,-32.4
38089,ig,16.4,-54.8
38090,me,1.8,11
38091,la,-47.6,-154.4
38092,hl,-4.9,33.3
38093,ge,-36.5,92.6
38094,da,43.5,9.1
38095,al,73.4,20.8
38096,ln,-16.4,118.4
38097,ac,247.7,215.3
38098,ne,132.7,202.2
38099,ng,128.8,97.6
38100,al,5.4,173.8
38101,kf,-6.1,-194.9
38102,hl,134.7,206.9
38103,bd,-10,152
38104,fk,-37.6,38.3
38105,ki,282.2,99.3
38106,ja,67.9,79.7
38107,bi,78.3,228.9
38108,ec,-25.7,43.6
38109,ib,21.1,54.3
38110,al,77,78.8
38111,hk,35.3,-95.3
38112,cd,57.3,-7.7
38113,km,-63.1,107.1
38114,hd,37.7,82.5
38115,gn,7.4,43
38116,cc,18.1,-132.4
38117,ia,-11.4,45.1
38118,kb,24.4,50.1
38119,fd,-11.3,30
38120,cn,-117.1,-5.6
38121,ga,-10.8,-41.7
38122,fg,61,161.5
